Candidate,Party,Votes
OINAM LUKHOI SINGH,Indian National Congress,7443
KHURAIJAM LOKEN SINGH,National People's Party,7407
SALAM JOY SINGH,Bharatiya Janata Party,6590
SAGOLSEM ACHOUBA SINGH,Manipur National Democratic Front,3983
MOIRANGMAYUM THOIBA SINGH,Lok Jan Shakti Party,719
None of the Above,None of the Above,83
