Candidate,Party,Votes
KEISHAM MEGHACHANDRA SINGH,Indian National Congress,11293
YUMNAM NABACHANDRA SINGH,North East India Development Party,8413
OINAM HARIDAS SINGH,Bharatiya Janata Party,4573
KANGABAM JADU SINGH,Lok Jan Shakti Party,3986
LAISHRAM THANIL MEITEI,National People's Party,136
None of the Above,None of the Above,177
