Candidate,Party,Votes
HARMINDER SINGH GILL,Indian National Congress,64617
ADESH PARTAP SINGH KAIRON,Shiromani Akali Dal,56254
RANJIT SINGH CHEEMA,Aam Aadmi Party,18489
AVTAR SINGH,Bahujan Samaj Party,762
KARTAR SINGH,Independent,577
HARJINDER SINGH,Independent,547
SUKHWANT SINGH VIRDI CHUSLEWAR,Independent,477
BHUPINDER SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),470
JATINDER SINGH PANNU,Bahujan Samaj Party  (Ambedkar),462
None of the Above,None of the Above,758
