Candidate,Party,Votes
SATYAVIR TYAGI,Bharatiya Janata Party,90622
SHAHID MANZOOR,Samajwadi Party,79800
GAJRAJ SINGH,Bahujan Samaj Party,62503
MATLOOB GAUR,Rashtriya Lok Dal,6598
AMRISH KUMAR TYAGI,Independent,1008
JAN MOHAMMAD,Independent,777
RAHAT ALI,Independent,347
None of the Above,None of the Above,1224
