Candidate,Party,Votes
POORAN PRAKASH,Bharatiya Janata Party,88411
NIRANJAN SINGH DHANGAR,Rashtriya Lok Dal,75203
PREMCHAND,Bahujan Samaj Party,53539
RANVIR,Samajwadi Party,8893
VINESH KUMAR,Indian National Congress,840
BHUP SINGH,Independent,706
NIRANJAN SINGH,Independent,692
BHAWARPAL SINGH,Independent,589
BRIJENDRA KUMAR POEIA,Independent,588
CHANDRABHAN,Rashtriya Shoshit Samaj Party,413
CHANDRAPAL,Independent,295
None of the Above,None of the Above,1601
