Candidate,Party,Votes
SAVITRI KATHERIA,Bharatiya Janata Party,82005
KAMLESH KUMAR KATHERIA,Samajwadi Party,80037
RAGHVENDRA KUMAR GAUTAM,Bahujan Samaj Party,61838
DR. RAM BHAROSE LAL,Nationalist Congress Party,1027
VIMAL GAUTAM 'VIMAL KUMAR',Bharatiya Subhash Sena,950
RAJARAM VERMA,Jan Adhikar Manch,847
ARVIND KUMAR,VANCHITSAMAJ INSAAF PARTY,827
VIJAY SINGH,Vikas Party,522
DHEKENDRA,Lok Dal,479
None of the Above,None of the Above,1608
