Candidate,Party,Votes
VINAY SHANKAR TIWARI,Bahujan Samaj Party,78177
RAJESH TRIPATHI,Bharatiya Janata Party,74818
RAM BHUAL NISHAD,Samajwadi Party,55422
YOGESH MANI TIWARI,Nirbal Indian Shoshit Hamara Aam Dal,3241
POONAM GUPTA,Independent,1418
GANESH SHANKAR SINGH SAINTHWAR,Bahujan Mukti Party,1276
RADHESHYAM,Jan Adhikar Party,1228
SONIYA SHUKLA,Independent,1122
SINDH VIJAY YADAV,Independent,1103
None of the Above,None of the Above,2512
