Candidate,Party,Votes
SHRI DALVEER SINGH,Bharatiya Janata Party,125545
THAKUR JAIVIR SINGH,Bahujan Samaj Party,86782
SHRI KESHAV SINGH,Indian National Congress,17238
SHRI NEERAJ SHARMA,Rashtriya Lok Dal,1829
SHRI KUSHAL PAL SINGH,Independent,698
SHRI PRAMOD KUMAR,Independent,665
SHRI SATENDRA KUMAR,Kisan Majdoor Suraksha Party,405
SHRI DHARMENDRA SINGH,Sarva Samaj Kalyan Party,318
SHRI RAVINDRA PAL SINGH,Rashtriya Kranti Party,289
None of the Above,None of the Above,1338
