Candidate,Party,Votes
BRIJESH KUMAR,Bharatiya Janata Party,104884
RADHE LAL RAWAT S/O MUNNU,Bahujan Samaj Party,50789
BHAGWAN DAS KATHERIA,Indian National Congress,34465
SUNIL KUMAR,Bahujan Mukti Party,3316
VINAY CHAUDHARY,Independent,3125
RADHEY LAL PASWAN,Jan Adhikar Party,1589
SHATROHAN LAL RAWAT,Rashtriya Lok Dal,1285
VINOD,Independent,850
None of the Above,None of the Above,2235
