Candidate,Party,Votes
MUKESH VERMA,Bharatiya Janata Party,87851
SANJAY KUMAR,Samajwadi Party,77074
SHAILESH KUMAR,Bahujan Samaj Party,37512
RAM PRAKASH YADAV (NEHRU JI),Independent,8074
ASHOK KUMAR,Bharatiya Subhash Sena,608
CHANDRA KANT,Independent,485
BHOOPENDRA,Nirbal Indian Shoshit Hamara Aam Dal,387
NEKPAL SINGH,Independent,377
TURSHAN PAL,Rashtriya Lok Samta Party,249
DEVENDRA,Jan Adhikar Manch,247
AVNISH KUMAR,Independent,157
None of the Above,None of the Above,1700
