Candidate,Party,Votes
DINESH KHATIK,Bharatiya Janata Party,99436
YOGESH VERMA,Bahujan Samaj Party,63374
PRABHUDAYAL BALMIKI,Samajwadi Party,48979
KUSUM,Rashtriya Lok Dal,6538
RAJKUMAR,Rashtriya Kisan Majdoor Party,1178
DURYODHAN,Bahujan Mukti Party,853
None of the Above,None of the Above,1013
